"","X.1","X","master_species","family_molecules","Age.at.maturity","Calcification.rate","Chlorophyll.a","Coloniality","Corallite.width.maximum","Gross.photosynthesis","Growth.form.typical","Growth.rate","Ocean.basin","Oocyte.size.at.maturity","Polyp.fecundity","Polyps.per.area","Propagule.size.on.release","Protein.biomass","Skeletal.density","Tissue.thickness","Total.biomass","Zooxanthellate","Colony.maximum.diameter","Genus","Species","Genus_molecules","Species_molecules"
"686",686,686,"Platygyra acuta","Merulinidae",0.642162734465327,NA,NA,"colonial",0.716003343634799,NA,"massive",0.809077927149399,"pacific",2.52215749251482,2.12498191372759,-0.0404816230270017,2.58473434891347,NA,0.172185074771187,NA,1.14437066249161,"zooxanthellate",NA,"Platygyra","acuta","Platygyra","acuta"
"687",687,687,"Platygyra carnosus","Merulinidae",0.642162734465327,NA,NA,"colonial",0.698970004336019,NA,"massive",0.809077927149399,"pacific",2.52183405307545,2.10077760219218,0.562887381293879,2.58473434891347,NA,0.172185074771187,NA,1.12356150726084,"zooxanthellate",1.60205999132796,"Platygyra","carnosus","Platygyra","carnosus"
"688",688,688,"Platygyra contorta","Merulinidae",0.642162734465327,NA,NA,"colonial",0.7481880270062,NA,"massive",0.809077927149399,"pacific",2.52276863491992,2.17071622861003,0.56576504011117,2.58473434891347,NA,0.172185074771187,NA,1.18368979191075,"zooxanthellate",NA,"Platygyra","contorta","Platygyra","contorta"
"689",689,689,"Platygyra crosslandi","Merulinidae",0.642162734465327,NA,NA,"colonial",0.770852011642144,NA,"massive",0.809077927149399,"pacific",2.52319899248845,2.20292166614284,0.530980480688075,2.58473434891347,NA,0.172185074771187,NA,1.21137774940192,"zooxanthellate",NA,"Platygyra","crosslandi","Platygyra","crosslandi"
"690",690,690,"Platygyra daedalea","Merulinidae",0.640744035046872,NA,NA,"colonial",1,NA,"massive",1.34242268082221,"pacific",2.58845846000879,1,0.1792854038623,2.57287160220048,NA,0.172185074771187,NA,1.49132145139228,"zooxanthellate",1.84509804001426,"Platygyra","daedalea","Platygyra","daedalea"
"691",691,691,"Platygyra lamellina","Merulinidae",0.642002725109341,NA,NA,"colonial",0.959041392321094,NA,"massive",0.869231719730976,"pacific",2.61804809671209,2.8750612633917,0.205204363948145,2.58473434891347,NA,0.172185074771187,NA,1.44128346352176,"zooxanthellate",NA,"Platygyra","lamellina","Platygyra","lamellina"
"692",692,692,"Platygyra pini","Merulinidae",0.642162734465327,NA,NA,"colonial",0.857332496431269,NA,"massive",0.809077927149399,"pacific",2.64443858946784,2.32581011208127,0.312600439261259,2.58473434891347,NA,0.172185074771187,NA,1.317028544049,"zooxanthellate",NA,"Platygyra","pini","Platygyra","pini"
"693",693,693,"Platygyra ryukyuensis","Merulinidae",0.642162734465327,NA,NA,"colonial",0.518513939877887,NA,"massive",0.809077927149399,"pacific",2.51840744321958,1.84435020848019,0.918267570446879,2.58473434891347,NA,0.172185074771187,NA,0.903103369735629,"zooxanthellate",NA,"Platygyra","ryukyuensis","Platygyra","ryukyuensis"
"694",694,694,"Platygyra sinensis","Merulinidae",0.75966784468963,NA,NA,"colonial",0.826074802700826,NA,"massive",0.923632533177048,"pacific",2.61436983954829,2.01703333929878,0.612783856719735,2.59659709562646,NA,0.172185074771187,NA,1.27884189200249,"zooxanthellate",NA,"Platygyra","sinensis","Platygyra","sinensis"
"695",695,695,"Platygyra verweyi","Merulinidae",0.642162734465327,NA,NA,"colonial",0.672097857935718,NA,"massive",0.809077927149399,"pacific",2.52132378836376,2.0625923825069,0.923140356025201,2.58473434891347,NA,0.172185074771187,NA,1.09073255598949,"zooxanthellate",NA,"Platygyra","verweyi","Platygyra","verweyi"
"696",696,696,"Platygyra yaeyamaensis","Merulinidae",0.642162734465327,NA,NA,"colonial",0.707570176097936,NA,"massive",0.809077927149399,"pacific",2.5219973583842,2.11299841414996,0.567966906823154,2.58473434891347,NA,0.172185074771187,NA,1.1340680970766,"zooxanthellate",NA,"Platygyra","yaeyamaensis","Platygyra","yaeyamaensis"
"697",697,697,"Plerogyra cauliformis","Plesiastreidae",NA,NA,NA,NA,1.44715803134222,NA,"massive",0.616738006783777,NA,2.56005500267288,3.0164484307257,-0.507010292264735,2.68930885912362,NA,NA,NA,NA,"zooxanthellate",NA,"Plerogyra","cauliformis","Plerogyra","cauliformis"
"698",698,698,"Plerogyra diabolotus","Plesiastreidae",NA,NA,NA,NA,1.51851393987789,NA,"massive",0.616738006783777,"pacific",2.56140995220144,3.11784491028817,-0.616526949662722,2.68930885912362,NA,NA,NA,NA,"zooxanthellate",NA,"Plerogyra","diabolotus","Plerogyra","diabolotus"
"699",699,699,"Plerogyra discus","Plesiastreidae",NA,NA,NA,"colonial",1.31806333496276,NA,"massive",0.616738006783777,"pacific",2.55760367381185,2.83300534925306,-0.308876459686327,2.68930885912362,NA,NA,NA,NA,"zooxanthellate",1.47712125471966,"Plerogyra","discus","Plerogyra","discus"
"700",700,700,"Plerogyra eurysepta","Plesiastreidae",NA,NA,NA,"colonial",1.18304360850671,NA,"massive",0.616738006783777,"pacific",2.55503983686462,2.64114282216761,-0.101648923414889,2.68930885912362,NA,NA,NA,NA,"zooxanthellate",NA,"Plerogyra","eurysepta","Plerogyra","eurysepta"
"701",701,701,"Plerogyra multilobata","Plesiastreidae",NA,NA,NA,NA,1.32221929473392,NA,"massive",0.616738006783777,NA,2.55768258971171,2.83891095256814,-0.3152550039689,2.68930885912362,NA,NA,NA,NA,"zooxanthellate",NA,"Plerogyra","multilobata","Plerogyra","multilobata"
"702",702,702,"Plerogyra simplex","Plesiastreidae",NA,NA,NA,"colonial",1.30102999566398,NA,"branching_closed",1.21209526204385,"pacific",2.55728023437248,2.80880103771765,-0.339158553530498,2.68930885912362,NA,NA,NA,NA,"zooxanthellate",NA,"Plerogyra","simplex","Plerogyra","simplex"
"703",703,703,"Plerogyra sinuosa","Plesiastreidae",NA,NA,NA,"colonial",1.47712125471966,NA,"massive",0.616738006783777,"pacific",2.68930885912362,3.05902605925239,-0.552997683309249,2.68930885912362,NA,NA,NA,NA,"zooxanthellate",2,"Plerogyra","sinuosa","Plerogyra","sinuosa"
"704",704,704,"Plerogyra turbida","Plesiastreidae",NA,NA,NA,"colonial",NA,NA,NA,NA,"pacific",NA,NA,NA,2.68930885912362,NA,NA,NA,NA,"zooxanthellate",NA,"Plerogyra","turbida","Plerogyra","turbida"
"705",705,705,"Plesiastrea versipora","Plesiastreidae",NA,NA,NA,"colonial",0.662757831681574,NA,"massive",0.616738006783775,"pacific",NA,NA,0.754654069255432,NA,NA,NA,NA,NA,"zooxanthellate",2.47712125471966,"Plesiastrea","versipora","Plesiastrea","versipora"
"706",706,706,"Pleuractis granulosa","Fungiidae",0.602179050318067,NA,NA,"solitary",2.07918124604762,NA,"massive",0.757825472944521,"pacific",NA,NA,-1.47703605877663,NA,NA,0.225303186617717,NA,NA,"zooxanthellate",1.13033376849501,"Pleuractis","granulosa","Pleuractis","granulosa"
"707",707,707,"Pleuractis gravis","Fungiidae",0.602087466353667,NA,NA,"solitary",2.24303804868629,NA,"massive",0.792255477142622,"pacific",NA,NA,-1.72852258154914,NA,NA,0.225303186617717,NA,NA,"zooxanthellate",1.24303804868629,"Pleuractis","gravis","Pleuractis","gravis"
"708",708,708,"Pleuractis moluccensis","Fungiidae",0.602087466353667,NA,NA,"solitary",2.20411998265592,NA,"massive",0.792255477142622,"pacific",NA,NA,-1.66879134707247,NA,NA,0.225303186617717,NA,NA,"zooxanthellate",1.20411998265592,"Pleuractis","moluccensis","Pleuractis","moluccensis"
"709",709,709,"Pleuractis paumotensis","Fungiidae",0.602087466353667,NA,NA,"solitary",2.37106786227174,NA,"massive",0.792255477142622,"pacific",NA,NA,-1.92502203785075,NA,NA,0.225303186617717,NA,NA,"zooxanthellate",1.39794000867204,"Pleuractis","paumotensis","Pleuractis","paumotensis"
"710",710,710,"Pleuractis seychellensis","Fungiidae",0.602087466353667,NA,NA,"solitary",1.9484129657786,NA,"massive",0.792255477142622,"pacific",NA,NA,-1.27633361881559,NA,NA,0.225303186617717,NA,NA,"zooxanthellate",1.17609125905568,"Pleuractis","seychellensis","Pleuractis","seychellensis"
"711",711,711,"Pleuractis taiwanensis","Fungiidae",0.602087466353667,NA,NA,"solitary",2.28555730900777,NA,"massive",0.792255477142622,"pacific",NA,NA,-1.79378090928967,NA,NA,0.225303186617717,NA,NA,"zooxanthellate",1.44715803134222,"Pleuractis","taiwanensis","Pleuractis","taiwanensis"
"712",712,712,"Pocillopora acuta","Pocilloporidae",0.250004288483197,NA,NA,NA,0.113943352306837,NA,"branching_closed",1.38264610335302,NA,NA,NA,1.48277552158934,NA,NA,0.259263242869517,NA,0.572365922151252,"zooxanthellate",NA,"Pocillopora","acuta","Pocillopora","acuta"
"713",713,713,"Pocillopora aliciae","Pocilloporidae",0.250004288483197,NA,NA,NA,0.0413926851582251,NA,"branching_closed",1.38264610335302,NA,NA,NA,1.59412588795933,NA,NA,0.259263242869517,NA,0.483732796942511,"zooxanthellate",NA,"Pocillopora","aliciae","Pocillopora","aliciae"
"714",714,714,"Pocillopora ankeli","Pocilloporidae",0.250004288483197,NA,NA,"colonial",0,NA,"branching_closed",1.38264610335302,"pacific",2.38938055494884,1.83959440030652,1.9608321428207,2.06573084016565,NA,0.259263242869517,NA,0.433164508730358,"zooxanthellate",NA,"Pocillopora","ankeli","Pocillopora","ankeli"
"715",715,715,"Pocillopora bairdi","Pocilloporidae",0.250004288483197,NA,NA,NA,0,NA,"branching_closed",1.38264610335302,NA,NA,NA,1.65765515431279,NA,NA,0.259263242869517,NA,0.433164508730358,"zooxanthellate",NA,"Pocillopora","bairdi","Pocillopora","bairdi"
"716",716,716,"Pocillopora brevicornis","Pocilloporidae",0.250004288483197,NA,NA,NA,-0.0457574905606751,NA,"branching_closed",1.38264610335302,"pacific",2.38851168379948,1.77457317709351,1.72788350007928,2.06573084016565,NA,0.259263242869517,NA,0.3772638595772,"zooxanthellate",NA,"Pocillopora","brevicornis","Pocillopora","brevicornis"
"717",717,717,"Pocillopora capitata","Pocilloporidae",NA,NA,NA,"colonial",-0.397940008672038,NA,"branching_open",1.41225528769615,"pacific",2.38182422726402,1.27412313402402,1.98103898549797,2.06573084016565,NA,0.45396367634465,NA,-0.221547590789223,"zooxanthellate",NA,"Pocillopora","capitata","Pocillopora","capitata"
"718",718,718,"Pocillopora damicornis","Pocilloporidae",0.249581406121996,-0.397158981318542,0.796889564756463,"colonial",0,0.763427993562937,"branching_closed",1.5416241686383,"pacific",2.06445798922692,1.35218251811136,1.72808310922848,3.02160271602824,-0.588169930999524,0.284806583700867,-0.0457574905606751,0.433164508730358,"zooxanthellate",2.30102999566398,"Pocillopora","damicornis","Pocillopora","damicornis"
"719",719,719,"Pocillopora danae","Pocilloporidae",NA,NA,NA,"colonial",0.0791812460476248,NA,"branching_open",0.913813852383717,"pacific",2.39088409676064,1.95211065525107,1.81470695883036,2.06573084016565,NA,0.45396367634465,NA,0.361338129926423,"zooxanthellate",2,"Pocillopora","danae","Pocillopora","danae"
"720",720,720,"Pocillopora effusa","Pocilloporidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"branching_open",1.41225528769615,"pacific",2.39016654451007,1.8984132513423,2.14478274341533,2.06573084016565,NA,0.45396367634465,NA,0.315172899744492,"zooxanthellate",2.30102999566398,"Pocillopora","effusa","Pocillopora","effusa"
"721",721,721,"Pocillopora elegans","Pocilloporidae",0.249513836163536,NA,-0.142667503568732,"colonial",0,NA,"branching_closed",1.56702636615906,"pacific",2.38938055494884,1.83959440030652,1.65765515431279,2.06573084016565,NA,0.285557309007774,NA,0.433164508730358,"zooxanthellate",NA,"Pocillopora","elegans","Pocillopora","elegans"
"722",722,722,"Pocillopora eydouxi","Pocilloporidae",NA,-0.721246399047171,NA,"colonial",0,0.20682587603185,"branching_open",1.62940959910272,"pacific",2.13353890837022,1.74395162768113,1.77421763656691,2.13353890837022,NA,0.45396367634465,NA,0.332438459915605,"zooxanthellate",2,"Pocillopora","eydouxi","Pocillopora","eydouxi"
"723",723,723,"Pocillopora fungiformis","Pocilloporidae",NA,NA,NA,"colonial",-0.0969100130080564,NA,"columnar",1.07591083569423,"pacific",2.38754036849291,1.70188563371632,2.29175279594738,2.06573084016565,NA,0.418874480923888,NA,0.589239731299942,"zooxanthellate",2.30102999566398,"Pocillopora","fungiformis","Pocillopora","fungiformis"
"724",724,724,"Pocillopora indiania","Pocilloporidae",0.250004288483197,NA,NA,"colonial",0.0791812460476248,NA,"branching_closed",1.38264610335302,"pacific",2.39088409676064,1.95211065525107,1.77859978964288,2.06573084016565,NA,0.259263242869517,NA,0.529898027124442,"zooxanthellate",2,"Pocillopora","indiania","Pocillopora","indiania"
"725",725,725,"Pocillopora inflata","Pocilloporidae",0.249696620530263,NA,NA,"colonial",0,NA,"branching_closed",1.4983105537896,"pacific",2.38938055494884,1.83959440030652,1.75255546918857,2.06573084016565,NA,0.259263242869517,NA,0.433164508730358,"zooxanthellate",NA,"Pocillopora","inflata","Pocillopora","inflata"
"726",726,726,"Pocillopora kelleheri","Pocilloporidae",NA,NA,NA,"colonial",0.0791812460476248,NA,"branching_open",1.41225528769615,"pacific",2.39088409676064,1.95211065525107,1.97308627022241,2.06573084016565,NA,0.45396367634465,NA,0.361338129926423,"zooxanthellate",NA,"Pocillopora","kelleheri","Pocillopora","kelleheri"
"727",727,727,"Pocillopora ligulata","Pocilloporidae",0.250592889216983,NA,NA,"colonial",-0.0969100130080564,NA,"branching_closed",1.16136800223497,"pacific",2.38754036849291,1.70188563371632,1.93964403195633,2.06573084016565,NA,0.259263242869517,NA,0.31477225054024,"zooxanthellate",1.69897000433602,"Pocillopora","ligulata","Pocillopora","ligulata"
"728",728,728,"Pocillopora meandrina","Pocilloporidae",0.698970004336019,NA,NA,"colonial",-0.154901959985743,NA,"branching_closed",1.31139356500052,"pacific",2.31159769632407,2.07918124604762,1.83257277484618,2.06573084016565,NA,0.152288344383056,NA,0.243925107438947,"zooxanthellate",2,"Pocillopora","meandrina","Pocillopora","meandrina"
"729",729,729,"Pocillopora molokensis","Pocilloporidae",0.250004288483197,NA,NA,"colonial",0.113943352306837,NA,"branching_closed",1.38264610335302,"pacific",2.39154418084414,2.00150747843213,1.75255546918857,2.06573084016565,NA,0.259263242869517,NA,0.572365922151252,"zooxanthellate",NA,"Pocillopora","molokensis","Pocillopora","molokensis"
"730",730,730,"Pocillopora solida","Pocilloporidae",0.250004288483197,NA,NA,NA,0.176091259055681,NA,"branching_closed",1.38264610335302,NA,NA,NA,1.38739125487493,NA,NA,0.259263242869517,NA,0.64829028531456,"zooxanthellate",NA,"Pocillopora","solida","Pocillopora","solida"
"731",731,731,"Pocillopora verrucosa","Pocilloporidae",0,NA,NA,"colonial",-0.154901959985743,NA,"branching_closed",1.42014442861954,"pacific",1.97243427695737,1.88119438536253,2.11058971029925,1.59549622182557,NA,0.259263242869517,-0.397940008672038,0.176091259055681,"zooxanthellate",1.69897000433602,"Pocillopora","verrucosa","Pocillopora","verrucosa"
"732",732,732,"Pocillopora woodjonesi","Pocilloporidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"branching_open",1.41225528769615,"pacific",2.39016654451007,1.8984132513423,2.01882527800395,2.06573084016565,NA,0.45396367634465,NA,0.315172899744492,"zooxanthellate",NA,"Pocillopora","woodjonesi","Pocillopora","woodjonesi"
"733",733,733,"Pocillopora zelli","Pocilloporidae",NA,NA,NA,"colonial",0.0791812460476248,NA,"branching_open",1.41225528769615,"pacific",2.39088409676064,1.95211065525107,2.17723339803418,2.06573084016565,NA,0.45396367634465,NA,0.361338129926423,"zooxanthellate",NA,"Pocillopora","zelli","Pocillopora","zelli"
"734",734,734,"Podabacia crustacea","Fungiidae",0.626294429258883,NA,NA,"colonial",0.477121254719662,NA,"encrusting",0.593639380954714,"pacific",NA,NA,0.168792020314182,NA,NA,0.285737494195947,NA,NA,"zooxanthellate",2.17609125905568,"Podabacia","crustacea","Podabacia","crustacea"
"735",735,735,"Podabacia kunzmanni","Fungiidae",0.726667586830486,NA,NA,NA,0.633468455579587,NA,"laminar",1.08447884445135,NA,NA,NA,0.427273086373751,NA,NA,0.345432178603343,NA,NA,"zooxanthellate",1.17609125905568,"Podabacia","kunzmanni","Podabacia","kunzmanni"
"736",736,736,"Podabacia lankaensis","Fungiidae",0.626294429258883,NA,NA,"colonial",0.633468455579587,NA,"encrusting",0.593639380954714,"pacific",NA,NA,0.660960291776084,NA,NA,0.285737494195947,NA,NA,"zooxanthellate",NA,"Podabacia","lankaensis","Podabacia","lankaensis"
"737",737,737,"Podabacia motuporensis","Fungiidae",0.626294429258883,NA,NA,"colonial",0.447158031342219,NA,"encrusting",0.593639380954714,"pacific",NA,NA,0.284656282788516,NA,NA,0.285737494195947,NA,NA,"zooxanthellate",NA,"Podabacia","motuporensis","Podabacia","motuporensis"
"738",738,738,"Podabacia sinai","Fungiidae",0.726667586830486,NA,NA,"colonial",0.431363764158987,NA,"laminar",1.08447884445135,"pacific",NA,NA,0.268577971882843,NA,NA,0.345432178603343,NA,NA,"zooxanthellate",2,"Podabacia","sinai","Podabacia","sinai"
"739",739,739,"Polycyathus chaishanensis","Caryophylliidae",NA,NA,NA,"colonial",0.568201724066995,NA,"encrusting",NA,NA,NA,NA,0.6232492903979,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Polycyathus","chaishanensis","Polycyathus","chaishanensis"
"740",740,740,"Polyphyllia novaehiberniae","Fungiidae",0.602087466353667,NA,NA,"colonial",0.672097857935718,NA,"massive",0.792255477142622,"pacific",NA,NA,0.682547814634759,NA,NA,0.225303186617717,NA,NA,"zooxanthellate",1.57978359661681,"Polyphyllia","novaehiberniae","Polyphyllia","novaehiberniae"
"741",741,741,"Polyphyllia talpina","Fungiidae",0.602087466353667,NA,NA,"colonial",0.838849090737255,NA,"massive",0.792255477142622,"pacific",NA,NA,0.42661893630944,NA,NA,0.225303186617717,NA,NA,"zooxanthellate",1.72427586960079,"Polyphyllia","talpina","Polyphyllia","talpina"
"742",742,742,"Porites annae","Poritidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"digitate",1.25727939087547,"pacific",2.4456042032736,1.5426740860592,2.20063712723633,2.31794002357182,NA,0.0899051114393979,NA,0.207095383220102,"zooxanthellate",2.04139268515822,"Porites","annae","Porites","annae"
"743",743,743,"Porites aranetai","Poritidae",NA,NA,NA,"colonial",0,NA,"digitate",1.25727939087547,"pacific",NA,NA,1.66749826561611,NA,NA,0.139855267404153,NA,0.156527095007949,"zooxanthellate",NA,"Porites","aranetai","Porites","aranetai"
"744",744,744,"Porites arnaudi","Poritidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"laminar",1.17414464406048,"pacific",NA,NA,2.06145247908719,NA,NA,0.239921799571454,NA,NA,"zooxanthellate",NA,"Porites","arnaudi","Porites","arnaudi"
"745",745,745,"Porites astreoides","Poritidae",NA,NA,0.6232492903979,"colonial",0.204119982655925,NA,"massive",0.570676161968147,"atlantic",2.5469457142731,1.18563657696191,1.25527250510331,2.72015930340596,NA,0.186108379813205,NA,1.06131108417079,"zooxanthellate",1.74036268949424,"Porites","astreoides","Porites","astreoides"
"746",746,746,"Porites attenuata","Poritidae",NA,NA,NA,"colonial",0.322219294733919,NA,"branching_closed",1.81016528454315,"pacific",NA,NA,1.74269371646278,NA,NA,-0.0287608568948181,NA,1.07138465204793,"zooxanthellate",NA,"Porites","attenuata","Porites","attenuata"
"747",747,747,"Porites australiensis","Poritidae",NA,NA,0.983776588036885,"colonial",0.146128035678238,NA,"massive",1.0955716622358,"pacific",2.38916608436453,1.85733249643127,1.58202925467588,2.38916608436453,NA,0.122215878272827,0.772688354682141,0.859101446245673,"zooxanthellate",NA,"Porites","australiensis","Porites","australiensis"
"748",748,748,"Porites baueri","Poritidae",NA,NA,NA,"colonial",0.301029995663981,NA,"encrusting",0.683305180563841,"pacific",NA,NA,1.17098690360305,NA,NA,0.180227115164058,NA,NA,"zooxanthellate",NA,"Porites","baueri","Porites","baueri"
"749",749,749,"Porites bernardi","Poritidae",NA,NA,NA,"colonial",0.176091259055681,NA,"digitate",1.25727939087547,"pacific",NA,NA,1.39723436617825,NA,NA,0.139855267404153,NA,0.37165287159215,"zooxanthellate",NA,"Porites","bernardi","Porites","bernardi"
"750",750,750,"Porites branneri","Poritidae",NA,NA,NA,"colonial",0.255272505103306,NA,"digitate",1.25727939087547,"atlantic",2.57923376809063,1.06596602237846,1.27570742364891,2.8713853492989,NA,0.139855267404153,NA,0.468386389986234,"zooxanthellate",NA,"Porites","branneri","Porites","branneri"
"751",751,751,"Porites brighami","Poritidae",NA,NA,NA,"colonial",0.176091259055681,NA,"massive",0.881921276751749,"pacific",2.57773022627882,0.953449767433918,1.68045336440137,2.8713853492989,NA,0.119792807585828,NA,0.895706679989843,"zooxanthellate",1,"Porites","brighami","Porites","brighami"
"752",752,752,"Porites cocosensis","Poritidae",NA,NA,NA,"colonial",0.176091259055681,NA,"digitate",1.25727939087547,"atlantic",NA,NA,1.39723436617825,NA,NA,0.139855267404153,NA,0.37165287159215,"zooxanthellate",NA,"Porites","cocosensis","Porites","cocosensis"
"753",753,753,"Porites colonensis","Poritidae",NA,NA,NA,"colonial",0.146128035678238,NA,"laminar",1.17414464406048,"atlantic",NA,NA,1.17524049226625,NA,NA,0.239921799571454,NA,NA,"zooxanthellate",NA,"Porites","colonensis","Porites","colonensis"
"754",754,754,"Porites columnaris","Poritidae",NA,NA,NA,"colonial",0.176091259055681,NA,"columnar",0.747023177451628,"pacific",NA,NA,1.69703744336914,NA,NA,0.130850381159553,NA,1.1673315899676,"zooxanthellate",NA,"Porites","columnaris","Porites","columnaris"
"755",755,755,"Porites compressa","Poritidae",NA,-0.323306390375133,1.35497232501898,"colonial",0.204119982655925,NA,"columnar",1.32895656233097,"pacific",2.47082230952722,1.65321251377534,1.8169865857762,2.31794002357182,0.86391737695786,0.130850381159553,NA,1.23614662388053,"zooxanthellate",2.0899051114394,"Porites","compressa","Porites","compressa"
"756",756,756,"Porites cumulatus","Poritidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"branching_closed",1.47727853201182,"pacific",NA,NA,1.96028046443664,NA,NA,-0.0287608568948181,NA,0.728306620835845,"zooxanthellate",NA,"Porites","cumulatus","Porites","cumulatus"
"757",757,757,"Porites cylindrica","Poritidae",NA,-0.410050398674292,-0.308476477831846,"colonial",0.0413926851582251,0.339451441306441,"columnar",1.2638174797961,"pacific",2.38111508070985,1.42983470591505,1.94884802042038,2.39794000867204,0.0109356647043851,0.152288344383056,0.113943352306837,0.90036712865647,"zooxanthellate",3,"Porites","cylindrica","Porites","cylindrica"
"758",758,758,"Porites decasepta","Poritidae",NA,NA,NA,NA,0,NA,"encrusting",0.683305180563841,"pacific",NA,NA,1.63300609133675,NA,NA,0.180227115164058,NA,NA,"zooxanthellate",0.845098040014257,"Porites","decasepta","Porites","decasepta"
"759",759,759,"Porites deformis","Poritidae",NA,NA,NA,"colonial",0.204119982655925,NA,"digitate",1.25727939087547,"pacific",NA,NA,1.95488382642832,NA,NA,0.139855267404153,NA,0.405894780949274,"zooxanthellate",NA,"Porites","deformis","Porites","deformis"
"760",760,760,"Porites densa","Poritidae",NA,NA,NA,"colonial",0.113943352306837,NA,"massive",0.881921276751749,"pacific",NA,NA,1.75121749755982,NA,NA,0.119792807585828,NA,0.819782316826535,"zooxanthellate",1.17609125905568,"Porites","densa","Porites","densa"
"761",761,761,"Porites desilveri","Poritidae",NA,NA,NA,"colonial",0,NA,"digitate",1.25727939087547,"pacific",NA,NA,2.08752232503989,NA,NA,0.139855267404153,NA,0.156527095007949,"zooxanthellate",NA,"Porites","desilveri","Porites","desilveri"
"762",762,762,"Porites divaricata","Poritidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"branching_closed",1.47727853201182,"atlantic",NA,NA,2.05605829543107,NA,NA,-0.0287608568948181,NA,0.728306620835845,"zooxanthellate",NA,"Porites","divaricata","Porites","divaricata"
"763",763,763,"Porites duerdeni","Poritidae",NA,NA,NA,"colonial",0.397940008672038,NA,"digitate",1.25727939087547,"pacific",NA,NA,1.0567421209739,NA,NA,0.139855267404153,NA,0.642679297329511,"zooxanthellate",NA,"Porites","duerdeni","Porites","duerdeni"
"764",764,764,"Porites echinulata","Poritidae",NA,NA,NA,"colonial",0.322219294733919,NA,"columnar",1.17054326435303,"pacific",NA,NA,1.66501782541247,NA,NA,0.130850381159553,NA,1.34585213280763,"zooxanthellate",NA,"Porites","echinulata","Porites","echinulata"
"765",765,765,"Porites ericacea","Poritidae",NA,NA,NA,NA,0.219660807192618,NA,"digitate",1.25727939087547,"pacific",NA,NA,1.33036406245403,NA,NA,0.139855267404153,NA,0.424880572550422,"zooxanthellate",NA,"Porites","ericacea","Porites","ericacea"
"766",766,766,"Porites eridani","Poritidae",NA,NA,NA,"colonial",-0.0969100130080564,NA,"digitate",1.25727939087547,"pacific",NA,NA,1.99806743903312,NA,NA,0.139855267404153,NA,0.0381348368178304,"zooxanthellate",NA,"Porites","eridani","Porites","eridani"
"767",767,767,"Porites evermanni","Poritidae",NA,NA,NA,"colonial",0,NA,"columnar",1.06445798922692,"pacific",2.12385164096709,1.48385523502343,2.0817828242881,2.31794002357182,NA,0.130850381159553,NA,0.952205813383394,"zooxanthellate",2.07918124604762,"Porites","evermanni","Porites","evermanni"
"768",768,768,"Porites excavata","Poritidae",NA,NA,NA,NA,0.176091259055681,NA,"digitate",1.25727939087547,"pacific",NA,NA,1.39723436617825,NA,NA,0.139855267404153,NA,0.37165287159215,"zooxanthellate",NA,"Porites","excavata","Porites","excavata"
"769",769,769,"Porites flavus","Poritidae",NA,NA,NA,"colonial",-0.154901959985743,NA,"branching_closed",1.47727853201182,"pacific",NA,NA,1.92885141758427,NA,NA,-0.0287608568948181,NA,0.488498931332281,"zooxanthellate",1.60205999132796,"Porites","flavus","Porites","flavus"
"770",770,770,"Porites fontanesii","Poritidae",NA,NA,NA,NA,0,NA,"branching_closed",1.47727853201182,NA,NA,NA,1.65765515431279,NA,NA,-0.0287608568948181,NA,0.677738332623692,"zooxanthellate",NA,"Porites","fontanesii","Porites","fontanesii"
"771",771,771,"Porites furcata","Poritidae",NA,NA,NA,"colonial",0.278753600952829,NA,"branching_closed",1.53907609879278,"atlantic",2.57967964146544,1.09933257189441,1.62388991904724,2.8713853492989,NA,0.0211892990699381,NA,1.01828382705768,"zooxanthellate",NA,"Porites","furcata","Porites","furcata"
"772",772,772,"Porites gabonensis","Poritidae",NA,NA,NA,"colonial",NA,NA,NA,NA,"atlantic",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","gabonensis","Porites","gabonensis"
"773",773,773,"Porites harrisoni","Poritidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"columnar",1.17054326435303,"pacific",NA,NA,2.01908304174993,NA,NA,0.130850381159553,NA,1.00277410159555,"zooxanthellate",2,"Porites","harrisoni","Porites","harrisoni"
"774",774,774,"Porites hawaiiensis","Poritidae",NA,NA,NA,"colonial",-0.301029995663981,NA,"massive",0.881921276751749,"pacific",2.5686703567822,0.275462246206868,2.17609911170559,2.8713853492989,NA,0.119792807585828,NA,0.312820959274198,"zooxanthellate",NA,"Porites","hawaiiensis","Porites","hawaiiensis"
"775",775,775,"Porites heronensis","Poritidae",NA,NA,NA,"colonial",0.176091259055681,NA,"columnar",1.02118929906994,"pacific",2.57773022627882,0.953449767433918,1.81517913013942,2.8713853492989,NA,0.130850381159553,NA,1.1673315899676,"zooxanthellate",NA,"Porites","heronensis","Porites","heronensis"
